id,title,category,location,hidden,start_time,end_time,cost,capacity,created_at,updated_at,organizer_id,available_places
435,Capital Wasteland,meeting,0101000020E61000008C81FDDAD9EE4A402268CFE880983B40,false,2018-10-07 14:33:47.000000,2018-10-08 02:58:42.000000,49.12,81,2018-11-25 20:06:38.595039,2018-11-25 20:06:38.595039,1,81
436,The Institute,meeting,0101000020E61000000B389958C4EC4A40ABCD0AEB5C8B3B40,false,2018-10-07 16:03:06.000000,2018-10-08 01:07:16.000000,54.09,15,2018-11-25 20:06:38.600039,2018-11-25 20:06:38.600039,1,15
438,Little Lamplight,meeting,0101000020E6100000DDE20F42DAF84A40FEA29F4E56743B40,false,2018-10-07 09:59:53.000000,2018-10-08 16:19:21.000000,39.59,89,2018-11-25 20:06:38.611037,2018-11-25 20:06:38.611037,1,89
439,Nipton,meeting,0101000020E61000004AEEEA2A59F14A40421A014479863B40,false,2018-10-07 19:51:21.000000,2018-10-08 17:50:15.000000,60.29,86,2018-11-25 20:06:38.618038,2018-11-25 20:06:38.618038,1,86
440,Vault 15,other,0101000020E61000009F2B5822B0F04A4073CA24C57DAA3B40,false,2018-10-07 18:27:44.000000,2018-10-08 18:54:35.000000,48.92,49,2018-11-25 20:06:38.624039,2018-11-25 20:06:38.624039,1,49
441,Hoover Dam,football,0101000020E61000000A1D88575EF74A403A168326779C3B40,false,2018-10-07 15:16:58.000000,2018-10-08 07:38:36.000000,89.97,21,2018-11-25 20:06:38.632055,2018-11-25 20:06:38.632055,1,21
445,Vault 101,volleyball,0101000020E610000032B4B2B288F84A40AF6F190894793B40,false,2018-10-07 03:24:13.000000,2018-10-08 01:51:40.000000,76.83,42,2018-11-25 20:06:38.665061,2018-11-25 20:06:38.665061,1,42
446,The Commonwealth,basketball,0101000020E6100000B131159508ED4A408091CE758B9C3B40,false,2018-10-07 03:56:30.000000,2018-10-08 02:10:36.000000,15.96,48,2018-11-25 20:06:38.674036,2018-11-25 20:06:38.674036,1,48
447,Vault 111,other,0101000020E610000076BD0888F3F64A409116E8CE41823B40,false,2018-10-07 02:15:26.000000,2018-10-08 00:04:57.000000,36.09,26,2018-11-25 20:06:38.684036,2018-11-25 20:06:38.684036,1,26
450,Vault 22,basketball,0101000020E6100000FA5D20DA84EF4A40DEEA72D27D7F3B40,false,2018-10-07 14:30:49.000000,2018-10-08 15:46:09.000000,13.92,6,2018-11-25 20:06:38.705037,2018-11-25 20:06:38.705037,1,6
451,New Reno,football,0101000020E610000091E1F669AFF44A405124C3C532763B40,false,2018-10-07 14:11:11.000000,2018-10-08 06:49:40.000000,89.51,93,2018-11-25 20:06:38.710038,2018-11-25 20:06:38.710038,1,93
452,Sloan,freewalkingtours,0101000020E61000009CEFF5A6C4F04A40BC61766E6A953B40,false,2018-10-07 14:35:19.000000,2018-10-08 02:19:15.000000,44.48,34,2018-11-25 20:06:38.720038,2018-11-25 20:06:38.720038,1,34
453,The Institute,football,0101000020E61000008911A916FFF44A40A3E332A6299F3B40,false,2018-10-07 10:17:33.000000,2018-10-08 10:48:54.000000,78.05,46,2018-11-25 20:06:38.725037,2018-11-25 20:06:38.725037,1,46
455,Megaton,basketball,0101000020E610000047F201B847F74A406B85AAD641823B40,false,2018-10-07 02:29:26.000000,2018-10-08 13:33:03.000000,10.37,28,2018-11-25 20:06:38.741038,2018-11-25 20:06:38.741038,1,28
456,Vault 3,meeting,0101000020E6100000A35712CDCFF84A40438C743AAE813B40,false,2018-10-07 03:29:43.000000,2018-10-08 17:34:56.000000,83.33,95,2018-11-25 20:06:38.748047,2018-11-25 20:06:38.748047,1,95
457,Vault 3,basketball,0101000020E61000007B246ECD33F54A4095B54948379E3B40,false,2018-10-07 12:17:27.000000,2018-10-08 11:51:12.000000,55.34,89,2018-11-25 20:06:38.756038,2018-11-25 20:06:38.756038,1,89
458,Vault 19,football,0101000020E6100000C1B2C86B3CF14A40B03B1AFEAF9E3B40,false,2018-10-07 15:31:17.000000,2018-10-08 09:09:51.000000,87.51,56,2018-11-25 20:06:38.764039,2018-11-25 20:06:38.764039,1,56
459,Big town,other,0101000020E6100000589A7A7932ED4A40BE8F1E60167D3B40,false,2018-10-07 18:55:41.000000,2018-10-08 10:50:36.000000,59.74,91,2018-11-25 20:06:38.771036,2018-11-25 20:06:38.771036,1,91
460,Primm,football,0101000020E6100000C8F46AB1D3F24A4030D917EA66953B40,false,2018-10-07 16:34:12.000000,2018-10-08 05:22:22.000000,43.14,98,2018-11-25 20:06:38.776038,2018-11-25 20:06:38.776038,1,98
461,Cambridge,freewalkingtours,0101000020E6100000EC9BF3D076F44A40AF73AE5335AB3B40,false,2018-10-07 15:01:52.000000,2018-10-08 20:15:04.000000,87.17,4,2018-11-25 20:06:38.783038,2018-11-25 20:06:38.783038,1,4
462,Vault 111,basketball,0101000020E61000001C2CE128ADF94A40B75AEFCD9C8E3B40,false,2018-10-07 01:35:59.000000,2018-10-08 11:21:07.000000,36.06,6,2018-11-25 20:06:38.788039,2018-11-25 20:06:38.788039,1,6
463,Primm,volleyball,0101000020E61000008444567FC0F04A40E8FAE655F6863B40,false,2018-10-07 16:10:57.000000,2018-10-08 08:49:55.000000,46.92,74,2018-11-25 20:06:38.793038,2018-11-25 20:06:38.793038,1,74
464,Capital Wasteland,freewalkingtours,0101000020E61000007988BCE294F64A406FE48209B4AA3B40,false,2018-10-07 07:28:27.000000,2018-10-08 15:09:32.000000,51.81,87,2018-11-25 20:06:38.800037,2018-11-25 20:06:38.800037,1,87
465,Nellis Air Force Base,basketball,0101000020E610000003E5896482F04A407969335E95843B40,false,2018-10-07 16:33:05.000000,2018-10-08 05:33:00.000000,68.22,75,2018-11-25 20:06:38.806036,2018-11-25 20:06:38.806036,1,75
466,Vault 101,football,0101000020E61000001C9143D184F84A4055D4D747D98C3B40,false,2018-10-07 07:22:56.000000,2018-10-08 16:58:56.000000,46.23,18,2018-11-25 20:06:38.813042,2018-11-25 20:06:38.813042,1,18
467,Raven Rock,volleyball,0101000020E6100000A318AF2292F84A4057D6131A997D3B40,false,2018-10-07 08:05:19.000000,2018-10-08 09:59:12.000000,17.27,20,2018-11-25 20:06:38.826038,2018-11-25 20:06:38.826038,1,20
468,Vault 11,freewalkingtours,0101000020E610000051D4C27AE5EF4A4082597F7A117A3B40,false,2018-10-07 09:39:09.000000,2018-10-08 15:08:53.000000,30.34,18,2018-11-25 20:06:38.835044,2018-11-25 20:06:38.835044,1,18
469,Big MT,freewalkingtours,0101000020E610000083A68BA64DF44A401C558F8AE3713B40,false,2018-10-07 13:53:01.000000,2018-10-08 01:33:00.000000,94.05,80,2018-11-25 20:06:38.842038,2018-11-25 20:06:38.842038,1,80
471,Vault 101,meeting,0101000020E6100000B84B6D349FF94A40C76B8E82C7A93B40,false,2018-10-07 18:15:52.000000,2018-10-08 19:04:21.000000,54.02,93,2018-11-25 20:06:38.860036,2018-11-25 20:06:38.860036,1,93
472,Big MT,meeting,0101000020E6100000ABC8074ABAF84A4029F131C8DA963B40,false,2018-10-07 12:09:40.000000,2018-10-08 01:21:38.000000,73.37,76,2018-11-25 20:06:38.872035,2018-11-25 20:06:38.872035,1,76
473,Nipton,meeting,0101000020E6100000A6C7C82AAEEC4A4059702F5721863B40,false,2018-10-07 16:43:59.000000,2018-10-08 12:56:18.000000,55.25,33,2018-11-25 20:06:38.883044,2018-11-25 20:06:38.883044,1,33
474,Nipton,football,0101000020E6100000526A20CD6FF14A40C689AF2A16743B40,false,2018-10-07 00:27:47.000000,2018-10-08 18:38:51.000000,60.03,44,2018-11-25 20:06:38.889039,2018-11-25 20:06:38.889039,1,44
475,Big town,football,0101000020E6100000C05120877EF04A40386E78CADF733B40,false,2018-10-07 16:51:43.000000,2018-10-08 01:49:28.000000,16.32,3,2018-11-25 20:06:38.893038,2018-11-25 20:06:38.893038,1,3
476,Vault 111,freewalkingtours,0101000020E61000003ED5804DAFED4A40E111D02E19733B40,false,2018-10-07 07:05:07.000000,2018-10-08 05:09:00.000000,84.86,18,2018-11-25 20:06:38.901043,2018-11-25 20:06:38.901043,1,18
477,Primm,basketball,0101000020E6100000ABDA6EB9EAF74A40C3E2042788823B40,false,2018-10-07 05:17:10.000000,2018-10-08 11:17:39.000000,31.61,69,2018-11-25 20:06:38.907038,2018-11-25 20:06:38.907038,1,69
478,Red Rock Canyon,other,0101000020E61000001EA3DF2116F64A4006ED0C4AEF9C3B40,false,2018-10-07 08:19:36.000000,2018-10-07 23:20:36.000000,43.32,44,2018-11-25 20:06:38.912037,2018-11-25 20:06:38.912037,1,44
479,Big town,freewalkingtours,0101000020E6100000B45BED5370F74A405252A088A9803B40,false,2018-10-07 04:22:28.000000,2018-10-08 18:37:34.000000,69.46,76,2018-11-25 20:06:38.920043,2018-11-25 20:06:38.920043,1,76
480,Big town,meeting,0101000020E6100000C3BDEF445BF54A40A2F538E539923B40,false,2018-10-07 08:27:59.000000,2018-10-08 15:17:48.000000,87.14,34,2018-11-25 20:06:38.927040,2018-11-25 20:06:38.927040,1,34
481,Concord,volleyball,0101000020E610000019002D1B0FF64A40BFCB2DEAC2853B40,false,2018-10-07 10:11:21.000000,2018-10-08 15:44:09.000000,28.17,72,2018-11-25 20:06:38.934042,2018-11-25 20:06:38.934042,1,72
482,Megaton,football,0101000020E61000002226187220F34A405BB1411338923B40,false,2018-10-07 15:31:16.000000,2018-10-08 04:41:49.000000,88.24,18,2018-11-25 20:06:38.939041,2018-11-25 20:06:38.939041,1,18
483,Concord,meeting,0101000020E610000014C0BA5CE0F74A40BCEF6645619A3B40,false,2018-10-07 02:47:52.000000,2018-10-08 09:38:08.000000,48.55,72,2018-11-25 20:06:38.944041,2018-11-25 20:06:38.944041,1,72
484,Vault 81,basketball,0101000020E6100000BD3F7DB59CF74A405E8CCB47E18C3B40,false,2018-10-07 20:20:28.000000,2018-10-07 23:31:23.000000,91.77,53,2018-11-25 20:06:38.950059,2018-11-25 20:06:38.950059,1,53
486,New Reno,volleyball,0101000020E61000003A2D152A24F74A40B448C292A78C3B40,false,2018-10-07 08:19:24.000000,2018-10-08 19:21:03.000000,56.12,76,2018-11-25 20:06:38.966036,2018-11-25 20:06:38.966036,1,76
487,New Vegas,football,0101000020E610000017D79CCEE3F64A40375A4A03B4953B40,false,2018-10-07 19:03:29.000000,2018-10-08 01:06:27.000000,47.88,11,2018-11-25 20:06:38.973041,2018-11-25 20:06:38.973041,1,11
490,Nipton,volleyball,0101000020E6100000A583D7CB5CF84A404E0A9AA0829C3B40,false,2018-10-07 15:40:56.000000,2018-10-08 07:34:57.000000,37.99,21,2018-11-25 20:06:38.989041,2018-11-25 20:06:38.989041,1,21
492,Big MT,basketball,0101000020E610000015B1FD9292F34A40734E76F981943B40,false,2018-10-07 08:07:58.000000,2018-10-08 19:32:06.000000,88.59,3,2018-11-25 20:06:39.000048,2018-11-25 20:06:39.000048,1,3
493,Capital Wasteland,other,0101000020E6100000421CD17A63F34A40196776D73D7B3B40,false,2018-10-07 15:54:35.000000,2018-10-08 11:10:39.000000,12.52,55,2018-11-25 20:06:39.005041,2018-11-25 20:06:39.005041,1,55
494,Diamond City,football,0101000020E61000001E0C4E7832ED4A403E06AAFF2D883B40,false,2018-10-07 04:18:54.000000,2018-10-08 09:20:42.000000,19.33,36,2018-11-25 20:06:39.010041,2018-11-25 20:06:39.010041,1,36
495,Vault 3,volleyball,0101000020E6100000DD1392DB9DF74A40F0C8AC147E7D3B40,false,2018-10-07 03:14:07.000000,2018-10-07 22:57:01.000000,76.98,90,2018-11-25 20:06:39.018040,2018-11-25 20:06:39.018040,1,90
496,Capital Wasteland,other,0101000020E61000007D343DD8A1F34A406C68A7DFFFA73B40,false,2018-10-07 12:53:44.000000,2018-10-08 16:23:11.000000,19.29,52,2018-11-25 20:06:39.024048,2018-11-25 20:06:39.024048,1,52
497,New Vegas,basketball,0101000020E61000009E42167110F94A4009BF9E8690903B40,false,2018-10-07 01:00:20.000000,2018-10-08 07:42:55.000000,74.42,87,2018-11-25 20:06:39.033041,2018-11-25 20:06:39.033041,1,87
498,Anchorage,other,0101000020E610000066CA83569EF14A40AD961BB116A33B40,false,2018-10-07 02:33:35.000000,2018-10-08 11:11:43.000000,61.89,9,2018-11-25 20:06:39.039042,2018-11-25 20:06:39.039042,1,9
500,Concord,basketball,0101000020E6100000C4A01B326AF74A402C1A97E351893B40,false,2018-10-07 16:36:25.000000,2018-10-07 21:42:19.000000,26.38,16,2018-11-25 20:06:39.053042,2018-11-25 20:06:39.053042,1,16
501,Vault 22,other,0101000020E6100000FF8CCEA1BFF14A407E62E3DDE58F3B40,false,2018-10-07 04:51:31.000000,2018-10-08 14:35:41.000000,55.29,78,2018-11-25 20:06:39.062042,2018-11-25 20:06:39.062042,1,78
502,Vault City,basketball,0101000020E6100000C346929809F34A405643316CED8F3B40,false,2018-10-07 18:03:02.000000,2018-10-07 23:43:27.000000,47.26,20,2018-11-25 20:06:39.072036,2018-11-25 20:06:39.072036,1,20
503,Vault 101,volleyball,0101000020E6100000FD438EAE0CF94A40F9AF50B77E9E3B40,false,2018-10-07 15:18:30.000000,2018-10-08 18:53:06.000000,23.98,37,2018-11-25 20:06:39.082062,2018-11-25 20:06:39.082062,1,37
504,Nellis Air Force Base,meeting,0101000020E610000015CCD34190F54A400BD59DF14F9B3B40,false,2018-10-07 17:49:29.000000,2018-10-08 07:09:27.000000,19.64,95,2018-11-25 20:06:39.088041,2018-11-25 20:06:39.088041,1,95
505,Diamond City,basketball,0101000020E61000004502ED364CEE4A4083828B0ED6973B40,false,2018-10-07 17:22:46.000000,2018-10-08 19:04:34.000000,90.26,18,2018-11-25 20:06:39.093041,2018-11-25 20:06:39.093041,1,18
506,The Commonwealth,football,0101000020E61000002D31FCDB58F64A405E107B694E933B40,false,2018-10-07 03:28:15.000000,2018-10-08 20:33:23.000000,50.25,86,2018-11-25 20:06:39.101039,2018-11-25 20:06:39.101039,1,86
507,Little Lamplight,meeting,0101000020E6100000C520DE9C82EC4A400EF391B586833B40,false,2018-10-07 06:37:56.000000,2018-10-08 19:48:06.000000,16.42,70,2018-11-25 20:06:39.107039,2018-11-25 20:06:39.107039,1,70
508,Dog City,volleyball,0101000020E6100000ACFF2083E0EB4A403B774633AA953B40,false,2018-10-07 12:03:17.000000,2018-10-08 15:48:39.000000,47.69,8,2018-11-25 20:06:39.114056,2018-11-25 20:06:39.114056,1,8
509,New Reno,freewalkingtours,0101000020E6100000540848038AEF4A405EE5A37481A03B40,false,2018-10-07 16:43:49.000000,2018-10-08 13:11:46.000000,71.47,9,2018-11-25 20:06:39.120042,2018-11-25 20:06:39.120042,1,9
510,Little Lamplight,volleyball,0101000020E61000001254852843F14A40F4E514B17F7F3B40,false,2018-10-07 20:55:51.000000,2018-10-08 03:41:09.000000,72.27,18,2018-11-25 20:06:39.125049,2018-11-25 20:06:39.125049,1,18
512,Raven Rock,freewalkingtours,0101000020E6100000EC9A356CB4F74A40130806A88CA73B40,false,2018-10-07 05:29:01.000000,2018-10-08 13:56:52.000000,85.53,69,2018-11-25 20:06:39.138042,2018-11-25 20:06:39.138042,1,69
513,Nellis Air Force Base,volleyball,0101000020E6100000F4EE5CD106EC4A40EF7C1B39368A3B40,false,2018-10-07 10:32:35.000000,2018-10-08 14:47:28.000000,98.49,76,2018-11-25 20:06:39.142042,2018-11-25 20:06:39.142042,1,76
514,Capital Wasteland,meeting,0101000020E610000052C459423CEE4A4056AD28867B903B40,false,2018-10-07 07:10:07.000000,2018-10-08 06:05:15.000000,71.08,29,2018-11-25 20:06:39.149043,2018-11-25 20:06:39.149043,1,29
515,Vault 81,meeting,0101000020E61000006F309B1149EC4A40A225E9ED378F3B40,false,2018-10-07 19:32:08.000000,2018-10-08 04:56:55.000000,89.13,27,2018-11-25 20:06:39.154040,2018-11-25 20:06:39.154040,1,27
516,The Commonwealth,meeting,0101000020E6100000C17E4BA8C4F54A406033C666EFAA3B40,false,2018-10-07 06:42:31.000000,2018-10-08 01:21:16.000000,35.63,15,2018-11-25 20:06:39.162035,2018-11-25 20:06:39.162035,1,15
517,The Commonwealth,meeting,0101000020E610000067627BAF9AF14A4040C46FFE777F3B40,false,2018-10-07 12:39:47.000000,2018-10-08 15:57:20.000000,87.77,78,2018-11-25 20:06:39.171035,2018-11-25 20:06:39.171035,1,78
518,Vault 111,volleyball,0101000020E61000006C5CE4D742F84A404431C916BE943B40,false,2018-10-07 14:52:32.000000,2018-10-07 21:01:16.000000,52.24,57,2018-11-25 20:06:39.177041,2018-11-25 20:06:39.177041,1,57
519,The Institute,other,0101000020E610000018D668D80DEE4A40C7676DDA4B753B40,false,2018-10-07 00:13:09.000000,2018-10-08 12:37:25.000000,47.96,20,2018-11-25 20:06:39.183042,2018-11-25 20:06:39.183042,1,20
520,New Vegas,basketball,0101000020E61000004054FC7202F64A40F9AB36FA238A3B40,false,2018-10-07 03:11:51.000000,2018-10-07 21:31:53.000000,99.83,98,2018-11-25 20:06:39.187042,2018-11-25 20:06:39.187042,1,98
521,Vault 19,volleyball,0101000020E61000003D316518FBF84A407FA0388B0C813B40,false,2018-10-07 20:05:04.000000,2018-10-08 15:21:36.000000,74.56,83,2018-11-25 20:06:39.193042,2018-11-25 20:06:39.193042,1,83
522,Raven Rock,volleyball,0101000020E61000004BD5C2F7F8ED4A40534F7EB97B9A3B40,false,2018-10-07 07:40:50.000000,2018-10-08 16:49:23.000000,45.75,71,2018-11-25 20:06:39.200043,2018-11-25 20:06:39.200043,1,71
523,Big MT,freewalkingtours,0101000020E61000005645785DBFEE4A40EAB87510939E3B40,false,2018-10-07 13:13:40.000000,2018-10-08 00:19:20.000000,51.74,100,2018-11-25 20:06:39.205041,2018-11-25 20:06:39.205041,1,100
524,Anchorage,other,0101000020E61000005036B09F9BF64A406183782732A93B40,false,2018-10-07 03:38:17.000000,2018-10-08 00:49:03.000000,10.29,83,2018-11-25 20:06:39.210042,2018-11-25 20:06:39.210042,1,83
525,Vault 3,meeting,0101000020E61000009B8A45FAE5EF4A40CF6F0C77688E3B40,false,2018-10-07 09:39:40.000000,2018-10-08 19:38:59.000000,17.06,97,2018-11-25 20:06:39.217042,2018-11-25 20:06:39.217042,1,97
528,Sloan,volleyball,0101000020E6100000D1157E7AA2F64A4034A0625FFD9B3B40,false,2018-10-07 16:59:37.000000,2018-10-07 22:14:05.000000,18.56,80,2018-11-25 20:06:39.236039,2018-11-25 20:06:39.236039,1,80
530,Vault 101,meeting,0101000020E6100000140CDCEE29EF4A406430C250A5953B40,false,2018-10-07 11:08:09.000000,2018-10-08 14:42:35.000000,21.67,3,2018-11-25 20:06:39.250052,2018-11-25 20:06:39.250052,1,3
532,Vault 19,other,0101000020E6100000E5AE2DF9C3EF4A40FCB5C036B68B3B40,false,2018-10-07 14:55:19.000000,2018-10-08 08:16:41.000000,82.96,23,2018-11-25 20:06:39.269036,2018-11-25 20:06:39.269036,1,23
533,Vault 19,meeting,0101000020E61000003DEA0B4C1CEE4A40CE4B22CB6FA33B40,false,2018-10-07 08:17:03.000000,2018-10-08 10:47:16.000000,95.84,84,2018-11-25 20:06:39.277041,2018-11-25 20:06:39.277041,1,84
534,Goodsprings,meeting,0101000020E61000001C41A71804F04A402FC729EADEA13B40,false,2018-10-07 18:15:04.000000,2018-10-08 07:36:08.000000,41.14,49,2018-11-25 20:06:39.285038,2018-11-25 20:06:39.285038,1,49
535,Big MT,other,0101000020E61000002E8B1F0297EC4A40511876B012923B40,false,2018-10-07 10:26:56.000000,2018-10-08 08:34:40.000000,53.19,97,2018-11-25 20:06:39.291038,2018-11-25 20:06:39.291038,1,97
536,Goodsprings,freewalkingtours,0101000020E6100000497642357EF74A404B2DBB41918A3B40,false,2018-10-07 19:27:18.000000,2018-10-08 15:15:50.000000,88.28,97,2018-11-25 20:06:39.300036,2018-11-25 20:06:39.300036,1,97
537,Vault 22,volleyball,0101000020E6100000323A71F2F8EE4A405508FE7CB4953B40,false,2018-10-07 18:10:27.000000,2018-10-08 11:02:33.000000,15.26,44,2018-11-25 20:06:39.306040,2018-11-25 20:06:39.306040,1,44
538,Diamond City,meeting,0101000020E6100000072F081DD9F24A40A6F347D13E843B40,false,2018-10-07 14:00:37.000000,2018-10-08 18:07:59.000000,76.42,29,2018-11-25 20:06:39.315039,2018-11-25 20:06:39.315039,1,29
540,New Vegas,other,0101000020E6100000CD61332AC3F64A40915C3BEE838F3B40,false,2018-10-07 14:12:16.000000,2018-10-08 05:51:41.000000,72.28,58,2018-11-25 20:06:39.327037,2018-11-25 20:06:39.327037,1,58
541,Vault 19,basketball,0101000020E6100000147598FCDFF74A40AB26D978D5783B40,false,2018-10-07 09:23:00.000000,2018-10-08 14:23:45.000000,86.87,70,2018-11-25 20:06:39.337045,2018-11-25 20:06:39.337045,1,70
542,Anchorage,basketball,0101000020E610000037508A4F11EC4A400701724616A13B40,false,2018-10-07 14:40:21.000000,2018-10-08 04:53:50.000000,97.77,6,2018-11-25 20:06:39.342041,2018-11-25 20:06:39.342041,1,6
543,Raven Rock,freewalkingtours,0101000020E61000003B079B7AA3F34A40999DE348247F3B40,false,2018-10-07 03:04:00.000000,2018-10-08 17:40:29.000000,67.98,50,2018-11-25 20:06:39.349039,2018-11-25 20:06:39.349039,1,50
545,Hoover Dam,freewalkingtours,0101000020E6100000CA75D4550EF34A40FC3091B3687C3B40,false,2018-10-07 15:24:49.000000,2018-10-08 15:59:38.000000,62.21,14,2018-11-25 20:06:39.364069,2018-11-25 20:06:39.364069,1,14
546,Little Lamplight,other,0101000020E6100000986129DA00EE4A408DF7F4DE277F3B40,false,2018-10-07 02:39:48.000000,2018-10-08 13:24:44.000000,40.75,15,2018-11-25 20:06:39.372040,2018-11-25 20:06:39.372040,1,15
547,Vault 101,meeting,0101000020E6100000E670FF86A9F04A404656C613B1943B40,false,2018-10-07 02:42:48.000000,2018-10-08 07:04:38.000000,34.77,100,2018-11-25 20:06:39.378041,2018-11-25 20:06:39.378041,1,100
548,Megaton,freewalkingtours,0101000020E610000085C2BBA481F14A401CBBFD62F5AA3B40,false,2018-10-07 05:45:20.000000,2018-10-08 05:31:29.000000,93.46,82,2018-11-25 20:06:39.384041,2018-11-25 20:06:39.384041,1,82
549,Dog City,freewalkingtours,0101000020E6100000863D739591F94A400A862B512F733B40,false,2018-10-07 11:44:45.000000,2018-10-07 22:24:11.000000,96.97,99,2018-11-25 20:06:39.390042,2018-11-25 20:06:39.390042,1,99
550,Raven Rock,other,0101000020E61000008E920F8CFEF04A40C91FB10019763B40,false,2018-10-07 02:43:17.000000,2018-10-08 16:01:43.000000,29.93,62,2018-11-25 20:06:39.395042,2018-11-25 20:06:39.395042,1,62
551,New Vegas,meeting,0101000020E6100000AE047403E3F64A4062E6940C61943B40,false,2018-10-07 07:30:45.000000,2018-10-08 16:31:27.000000,57.77,41,2018-11-25 20:06:39.404048,2018-11-25 20:06:39.404048,1,41
552,Lexington,football,0101000020E61000008B48CEC5DAF44A40C73ECF7730A03B40,false,2018-10-07 14:59:53.000000,2018-10-08 00:16:45.000000,32.44,65,2018-11-25 20:06:39.409036,2018-11-25 20:06:39.409036,1,65
553,Vault 13,volleyball,0101000020E6100000D8D698F187F94A40A6826CCEBE873B40,false,2018-10-07 10:54:38.000000,2018-10-08 02:15:44.000000,51.29,11,2018-11-25 20:06:39.416039,2018-11-25 20:06:39.416039,1,11
554,Primm,other,0101000020E6100000F337C65440ED4A403A227CC834743B40,false,2018-10-07 03:31:37.000000,2018-10-08 11:24:19.000000,22.17,14,2018-11-25 20:06:39.422043,2018-11-25 20:06:39.422043,1,14
555,Sloan,meeting,0101000020E6100000660C3AA417F44A401EAB3A7FDDA93B40,false,2018-10-07 16:18:48.000000,2018-10-08 20:52:46.000000,71.44,44,2018-11-25 20:06:39.427042,2018-11-25 20:06:39.427042,1,44
556,Vault 11,football,0101000020E6100000C7FB922CDEF74A40734608F917823B40,false,2018-10-07 16:44:28.000000,2018-10-08 09:54:17.000000,84.32,29,2018-11-25 20:06:39.435042,2018-11-25 20:06:39.435042,1,29
558,Cambridge,freewalkingtours,0101000020E6100000563A3F5842F54A408A9F6E63AAA93B40,false,2018-10-07 01:59:11.000000,2018-10-08 12:07:05.000000,89.24,41,2018-11-25 20:06:39.450041,2018-11-25 20:06:39.450041,1,41
559,Vault 81,basketball,0101000020E61000003AA24ED193ED4A4050655213D9953B40,false,2018-10-07 18:41:03.000000,2018-10-07 21:31:33.000000,75.91,73,2018-11-25 20:06:39.458039,2018-11-25 20:06:39.458039,1,73
560,Cambridge,basketball,0101000020E6100000175C9C22E1F14A406502FC01E9783B40,false,2018-10-07 10:54:29.000000,2018-10-08 01:57:00.000000,85.08,80,2018-11-25 20:06:39.470042,2018-11-25 20:06:39.470042,1,80
561,Vault 22,volleyball,0101000020E6100000CB72899AEFF84A40D4CEC04C8EA63B40,false,2018-10-07 06:47:12.000000,2018-10-08 05:53:06.000000,99.74,86,2018-11-25 20:06:39.478042,2018-11-25 20:06:39.478042,1,86
562,Vault 101,other,0101000020E61000004C59D3A2B2F74A4095A5219292733B40,false,2018-10-07 12:10:24.000000,2018-10-08 19:32:55.000000,78.67,24,2018-11-25 20:06:39.488043,2018-11-25 20:06:39.488043,1,24
563,Capital Wasteland,volleyball,0101000020E61000003FB20E3885F04A405AE046C12DA13B40,false,2018-10-07 09:11:22.000000,2018-10-08 07:36:10.000000,21.93,63,2018-11-25 20:06:39.494041,2018-11-25 20:06:39.494041,1,63
564,New Vegas,meeting,0101000020E6100000E8E5F66478F34A40C05C5DFB84943B40,false,2018-10-07 01:41:13.000000,2018-10-08 01:51:50.000000,67.09,97,2018-11-25 20:06:39.503039,2018-11-25 20:06:39.503039,1,97
565,Vault 13,volleyball,0101000020E6100000030879C64BF24A40CDD4202D90753B40,false,2018-10-07 13:53:43.000000,2018-10-07 23:23:24.000000,28.34,96,2018-11-25 20:06:39.509038,2018-11-25 20:06:39.509038,1,96
566,Vault 13,volleyball,0101000020E61000003EA47BA74CF64A403BC3071F90A93B40,false,2018-10-07 00:45:26.000000,2018-10-08 01:26:14.000000,27.46,49,2018-11-25 20:06:39.518043,2018-11-25 20:06:39.518043,1,49
567,Vault 15,basketball,0101000020E61000007E06C597FCEC4A40BB2C8C4F348B3B40,false,2018-10-07 00:25:30.000000,2018-10-08 19:59:39.000000,41.15,75,2018-11-25 20:06:39.524041,2018-11-25 20:06:39.524041,1,75
568,Vault 13,meeting,0101000020E6100000EF509C58E7F64A402AC1669868863B40,false,2018-10-07 02:17:42.000000,2018-10-08 02:12:49.000000,18.51,95,2018-11-25 20:06:39.531062,2018-11-25 20:06:39.531062,1,95
569,Megaton,volleyball,0101000020E6100000735D219876F64A4025ECD422E2973B40,false,2018-10-07 11:42:23.000000,2018-10-08 06:57:58.000000,82.35,69,2018-11-25 20:06:39.538041,2018-11-25 20:06:39.538041,1,69
570,Concord,meeting,0101000020E6100000FF9A876024F04A40DF68824885A43B40,false,2018-10-07 18:53:46.000000,2018-10-08 17:58:51.000000,71.59,41,2018-11-25 20:06:39.543038,2018-11-25 20:06:39.543038,1,41
571,Nellis Air Force Base,football,0101000020E6100000423A951423F44A400502720E617E3B40,false,2018-10-07 04:57:52.000000,2018-10-08 01:56:03.000000,84.03,48,2018-11-25 20:06:39.551041,2018-11-25 20:06:39.551041,1,48
572,Megaton,freewalkingtours,0101000020E6100000A852752236F54A403CFF38E1AEA23B40,false,2018-10-07 20:02:59.000000,2018-10-08 15:35:33.000000,36.73,56,2018-11-25 20:06:39.559035,2018-11-25 20:06:39.559035,1,56
